job_id,state,district,domain,nsqf_job_role,qp_code,job_type_available,local_demand_signal,active_msme_cluster,estimated_monthly_income_lpa
JOB_228773F0,Karnataka,Ramanagara,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Medium,True,8.4
JOB_8C7A35F3,Karnataka,Ramanagara,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,True,21.2
JOB_3DAB1999,Karnataka,Ramanagara,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Medium,False,11.5
JOB_7781F117,Karnataka,Ramanagara,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,Medium,False,8.3
JOB_EE2FF635,Karnataka,Ramanagara,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,High,False,20.7
JOB_86B2EA33,Karnataka,Ramanagara,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,8.7
JOB_0FC18E5A,Karnataka,Ramanagara,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Low,True,19.1
JOB_5F104ADE,Karnataka,Ramanagara,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Medium,True,11.8
JOB_7E02CDD4,Karnataka,Ramanagara,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,High,True,16.1
JOB_8D6D91AA,Karnataka,Ramanagara,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,Medium,True,24.2
JOB_40F8E1B5,Karnataka,Ramanagara,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,High,False,18.9
JOB_43A9EFC8,Karnataka,Ramanagara,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,True,12.8
JOB_9EA58762,Karnataka,Ramanagara,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,High,True,19.0
JOB_AC37AC78,Karnataka,Ramanagara,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,High,False,10.6
JOB_B1ED0378,Karnataka,Ramanagara,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,Medium,True,18.1
JOB_1B504332,Karnataka,Ramanagara,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,True,23.8
JOB_7F5940BE,Karnataka,Ramanagara,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Low,True,19.9
JOB_7316C26B,Karnataka,Mysuru,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Medium,True,13.0
JOB_144C4127,Karnataka,Mysuru,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Low,True,14.7
JOB_2DAF3948,Karnataka,Mysuru,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Low,True,9.3
JOB_93323708,Karnataka,Mysuru,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Low,True,12.2
JOB_3CE1E5EE,Karnataka,Mysuru,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Medium,False,23.9
JOB_9EE10BA1,Karnataka,Mysuru,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Medium,True,9.5
JOB_37616AC4,Karnataka,Mysuru,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Low,False,19.3
JOB_4CA28920,Karnataka,Mysuru,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,High,False,10.8
JOB_43181466,Karnataka,Mysuru,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,False,15.7
JOB_3DF5FE5E,Karnataka,Mysuru,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,True,18.6
JOB_BF019B95,Karnataka,Mysuru,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,High,False,20.8
JOB_8EFC9A3E,Karnataka,Mysuru,Construction,Assistant Mason,CON/Q0101,Daily Wage,Low,False,17.3
JOB_945F6C9B,Karnataka,Mysuru,Construction,Assistant Mason,CON/Q0101,Self-Employment / Enterprise,Medium,False,22.0
JOB_5FAB1322,Karnataka,Mysuru,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,False,23.2
JOB_91073D8E,Karnataka,Mysuru,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Medium,False,14.4
JOB_2B86490C,Karnataka,Mysuru,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Low,False,21.0
JOB_A3D3BC98,Karnataka,Mysuru,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Low,True,12.7
JOB_E07F6E6A,Karnataka,Mysuru,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,High,False,21.9
JOB_15E9A994,Karnataka,Mysuru,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,True,22.6
JOB_F0874635,Karnataka,Mysuru,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,False,24.8
JOB_4E649035,Karnataka,Mysuru,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,True,20.0
JOB_D9438DE4,Karnataka,Mysuru,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,25.0
JOB_D01A4FDB,Karnataka,Mysuru,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Fixed Monthly,High,True,13.4
JOB_F75CF224,Karnataka,Mysuru,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,Medium,True,9.5
JOB_9F92AC5C,Karnataka,Mysuru,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Low,True,10.1
JOB_E59F3D5F,Karnataka,Mysuru,Plumbing & Water Works,Plumber General,PSC/Q0104,Daily Wage,Low,False,17.8
JOB_7892C08B,Karnataka,Mysuru,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Medium,False,20.0
JOB_5CC36644,Karnataka,Mysuru,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,Medium,True,18.1
JOB_6B50C73C,Karnataka,Mysuru,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,Medium,False,23.4
JOB_E4419ADF,Karnataka,Mysuru,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Medium,True,13.4
JOB_5D9C5B19,Karnataka,Hubballi,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,True,20.7
JOB_0904A079,Karnataka,Hubballi,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,False,23.4
JOB_7F30B310,Karnataka,Hubballi,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Medium,False,23.6
JOB_56932E5F,Karnataka,Hubballi,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Medium,False,13.7
JOB_95E7C05B,Karnataka,Hubballi,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,High,True,24.4
JOB_CB710A85,Karnataka,Hubballi,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Low,True,22.4
JOB_A5C08156,Karnataka,Hubballi,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,False,24.2
JOB_35546EB0,Karnataka,Hubballi,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,True,22.5
JOB_78ED3157,Karnataka,Hubballi,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,9.9
JOB_5E0BDE29,Karnataka,Hubballi,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,High,True,13.5
JOB_9ED01E8B,Karnataka,Hubballi,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,False,19.8
JOB_AADCFC76,Karnataka,Hubballi,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,20.3
JOB_80DE2CBA,Karnataka,Hubballi,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,False,10.6
JOB_71FAFF7B,Karnataka,Hubballi,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Fixed Monthly,Medium,True,8.1
JOB_02055315,Karnataka,Hubballi,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Self-Employment / Enterprise,Medium,True,23.1
JOB_60D02A27,Karnataka,Hubballi,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Low,False,17.1
JOB_5019A216,Karnataka,Hubballi,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,Medium,False,10.6
JOB_D2BE9508,Karnataka,Hubballi,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Self-Employment / Enterprise,Medium,True,23.1
JOB_E3AEA7BF,Karnataka,Shivajinagar,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,True,13.5
JOB_99D9C9A3,Karnataka,Shivajinagar,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Medium,True,23.9
JOB_A9DD2BF4,Karnataka,Shivajinagar,Electrical & Solar,Wireman Helper,ELE/Q6001,Self-Employment / Enterprise,Medium,True,15.4
JOB_751A794C,Karnataka,Shivajinagar,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,True,19.4
JOB_83EABD46,Karnataka,Shivajinagar,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Medium,False,21.8
JOB_0000E649,Karnataka,Shivajinagar,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,Medium,True,14.3
JOB_9C36C852,Karnataka,Shivajinagar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Medium,False,18.1
JOB_E6BDE793,Karnataka,Shivajinagar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Low,True,12.4
JOB_79A23DDA,Karnataka,Shivajinagar,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,Low,True,23.0
JOB_E5B10C71,Karnataka,Shivajinagar,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Low,False,12.4
JOB_8318C09D,Karnataka,Shivajinagar,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,True,17.6
JOB_4F55C049,Karnataka,Shivajinagar,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,Medium,True,16.6
JOB_79CB916D,Karnataka,Shivajinagar,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Medium,True,19.3
JOB_1A229DAE,Karnataka,Shivajinagar,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,High,False,11.6
JOB_279B4DC3,Karnataka,Shivajinagar,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,High,False,23.3
JOB_0888F455,Karnataka,Shivajinagar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,True,21.8
JOB_3E970924,Karnataka,Shivajinagar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Fixed Monthly,Low,True,16.8
JOB_A981ECB2,Karnataka,Shivajinagar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,False,17.4
JOB_FAA7C96E,Karnataka,Shivajinagar,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Daily Wage,Medium,False,21.5
JOB_72B8A743,Karnataka,Shivajinagar,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Low,False,9.1
JOB_CBE6507C,Karnataka,Shivajinagar,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Medium,True,18.7
JOB_CDD52F1A,Karnataka,Shivajinagar,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Daily Wage,Low,False,9.1
JOB_16341A97,Karnataka,Shivajinagar,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Self-Employment / Enterprise,Medium,False,22.4
JOB_49E55B41,Karnataka,Shivajinagar,Plumbing & Water Works,Plumber General,PSC/Q0104,Self-Employment / Enterprise,Low,False,13.5
JOB_084AE868,Karnataka,Shivajinagar,Electrical & Solar,Wireman Helper,ELE/Q6001,Fixed Monthly,Medium,True,24.3
JOB_006474C5,Karnataka,Shivajinagar,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,Medium,False,11.4
JOB_20AC4D52,Maharashtra,Pune,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,24.7
JOB_ABA513D2,Maharashtra,Pune,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Self-Employment / Enterprise,High,True,24.5
JOB_A2FA7692,Maharashtra,Pune,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,Medium,True,24.2
JOB_3E903B45,Maharashtra,Pune,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,True,9.8
JOB_E0417FB6,Maharashtra,Pune,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,False,8.8
JOB_752A22F5,Maharashtra,Pune,Construction,Assistant Mason,CON/Q0101,Daily Wage,Medium,False,18.3
JOB_D30E1557,Maharashtra,Pune,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Low,True,15.7
JOB_9B028C00,Maharashtra,Pune,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Daily Wage,High,True,15.5
JOB_04294D75,Maharashtra,Pune,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,Low,False,10.1
JOB_FD804165,Maharashtra,Pune,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Fixed Monthly,High,False,24.8
JOB_030DE4D0,Maharashtra,Pune,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Low,True,12.9
JOB_51AF7EFB,Maharashtra,Pune,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Daily Wage,Low,False,8.8
JOB_4248EC2A,Maharashtra,Pune,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Fixed Monthly,Low,True,13.8
JOB_D401F009,Maharashtra,Pune,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Daily Wage,Medium,False,19.0
JOB_115C90E9,Maharashtra,Pune,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,High,False,12.1
JOB_59D1A5C4,Maharashtra,Pune,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,High,True,11.4
JOB_B6A249E9,Maharashtra,Pune,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,High,True,22.2
JOB_7548EA54,Maharashtra,Pune,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Daily Wage,High,True,18.2
JOB_8E699E69,Maharashtra,Pune,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Fixed Monthly,Low,False,24.8
JOB_4C434880,Maharashtra,Pune,Handicrafts & Leather,Leather Goods Maker / Footwear Repairer,LSS/Q2501,Self-Employment / Enterprise,Medium,False,23.6
JOB_6292EF87,Maharashtra,Pune,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Self-Employment / Enterprise,Low,True,11.1
JOB_529FA698,Maharashtra,Pune,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Daily Wage,High,False,18.4
JOB_20A38173,Maharashtra,Pune,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Self-Employment / Enterprise,High,True,23.7
JOB_1F19B16C,Maharashtra,Pune,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Fixed Monthly,Medium,True,15.4
JOB_8F19C36D,Maharashtra,Pune,Automotive & Mechanical,Two-Wheeler Service Assistant,ASC/Q1411,Self-Employment / Enterprise,Medium,False,23.1
JOB_08086220,Maharashtra,Pune,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,High,True,13.0
JOB_0FC08916,Maharashtra,Pune,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Self-Employment / Enterprise,Low,False,20.9
JOB_CE712599,Maharashtra,Pune,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Daily Wage,Low,True,11.2
JOB_CDAB3597,Maharashtra,Pune,Garments & Tailoring,Industrial Sewing Machine Operator,AMH/Q0301,Daily Wage,Medium,False,12.3
JOB_69597B98,Maharashtra,Pune,Beauty & Wellness,Assistant Beauty Therapist / Barber,BWS/Q0101,Fixed Monthly,Medium,False,17.2
JOB_F3FF1272,Maharashtra,Nagpur,Electrical & Solar,Solar PV Installation Helper,SGJ/Q0102,Self-Employment / Enterprise,Medium,False,12.9
JOB_1AF52387,Maharashtra,Nagpur,Electrical & Solar,Wireman Helper,ELE/Q6001,Daily Wage,Low,True,21.9
JOB_25A0D378,Maharashtra,Nagpur,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Daily Wage,Low,False,14.5
JOB_62AA4491,Maharashtra,Nagpur,Plumbing & Water Works,Borewell Assistant & Submersible Pump Tech,PSC/Q0112,Self-Employment / Enterprise,High,False,16.3
JOB_930BC03A,Maharashtra,Nagpur,Garments & Tailoring,Self-Employed Tailor,AMH/Q1947,Fixed Monthly,Medium,False,22.3
JOB_3508895F,Maharashtra,Nagpur,Plumbing & Water Works,Plumber General,PSC/Q0104,Fixed Monthly,Medium,False,13.9
JOB_42E52FE8,Maharashtra,Nagpur,Construction,Assistant Mason,CON/Q0101,Fixed Monthly,Medium,False,8.7
JOB_9F480509,Maharashtra,Nagpur,Electrical & Solar,Home Appliance Service Technician,ELE/Q3104,Fixed Monthly,Medium,False,9.9
JOB_46D56BF1,Maharashtra,Nagpur,Artisan & Carpentry,Assistant Carpenter,CON/Q0102,Daily Wage,Medium,True,19.9
JOB_69A0FC58,Maharashtra,Nagpur,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,False,9.9
JOB_B730E8FE,Maharashtra,Nagpur,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Fixed Monthly,Medium,False,20.9
JOB_5CD35126,Maharashtra,Nagpur,Handicrafts & Leather,Handloom Weaver,HCS/Q5401,Fixed Monthly,Medium,True,21.0
JOB_A4C562E0,Maharashtra,Nagpur,Agriculture & Dairy,Dairy Farmer & Animal Husbandry Assistant,AGR/Q4101,Daily Wage,Low,False,23.2
JOB_3ED878D6,Maharashtra,Nagpur,Artisan & Carpentry,Shuttering Carpenter,CON/Q0301,Daily Wage,Medium,True,13.8
